age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
57,blue-collar,married,secondary,no,703,yes,no,cellular,2,nov,422,4,770,0,unknown,yes
37,blue-collar,single,secondary,no,-3360,yes,yes,cellular,19,mar,353,3,-1,0,unknown,no
29,admin.,single,secondary,no,-3716,yes,no,cellular,1,may,96,6,-1,0,unknown,no
44,unemployed,divorced,tertiary,no,4869,no,no,cellular,6,may,329,2,-1,0,failure,no
51,admin.,married,primary,no,-5181,no,no,cellular,16,jul,555,5,-1,0,unknown,yes
33,admin.,divorced,tertiary,no,8098,no,no,unknown,3,nov,64,3,-1,0,unknown,no
45,admin.,married,secondary,no,929,yes,no,cellular,29,nov,962,2,-1,0,unknown,yes
19,management,married,primary,no,2212,yes,yes,cellular,21,jul,283,1,-1,0,unknown,yes
29,services,married,secondary,no,5957,yes,yes,telephone,31,may,213,1,-1,0,unknown,no
51,services,married,secondary,no,1282,yes,no,cellular,23,may,183,2,-1,0,unknown,yes
34,technician,single,secondary,no,884,no,no,telephone,12,dec,203,2,485,0,unknown,yes
39,housemaid,married,tertiary,no,-1507,no,no,cellular,13,aug,271,1,-1,0,unknown,yes
35,self-employed,married,secondary,no,4007,yes,yes,cellular,29,may,713,3,-1,0,failure,yes
41,management,married,secondary,no,2455,no,no,telephone,3,aug,70,7,-1,0,unknown,no
53,unemployed,married,unknown,no,-1048,yes,no,cellular,9,jul,61,1,303,0,unknown,yes
63,technician,divorced,unknown,no,-1360,yes,no,cellular,30,may,69,7,-1,1,success,no
18,services,single,primary,no,3868,no,no,cellular,30,jul,183,2,488,0,unknown,no
21,technician,married,primary,no,1729,yes,no,cellular,22,aug,172,1,-1,1,unknown,no
34,management,married,secondary,yes,-1090,yes,no,unknown,12,may,753,1,-1,0,unknown,yes
48,admin.,married,primary,no,587,yes,no,cellular,13,jul,398,2,-1,1,unknown,yes
31,blue-collar,married,primary,no,5276,yes,yes,unknown,17,may,351,2,-1,0,unknown,yes
34,admin.,single,secondary,no,-1457,yes,yes,cellular,19,apr,126,4,-1,0,unknown,no
36,technician,married,secondary,yes,-3872,yes,no,unknown,28,jul,83,2,-1,0,unknown,no
21,blue-collar,single,secondary,no,1889,no,no,cellular,28,jul,417,2,-1,0,unknown,yes
31,technician,single,unknown,no,299,yes,no,unknown,10,feb,715,1,690,2,unknown,yes
27,admin.,married,secondary,no,4507,no,no,cellular,22,jul,235,4,-1,0,unknown,yes
41,blue-collar,married,secondary,no,452,yes,no,unknown,31,may,227,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,-3090,yes,no,cellular,6,may,594,4,479,0,unknown,yes
39,management,married,secondary,no,981,no,no,unknown,8,jul,644,1,-1,0,unknown,yes
38,blue-collar,single,secondary,no,1737,no,yes,telephone,22,aug,450,5,-1,0,unknown,yes
52,entrepreneur,divorced,tertiary,no,767,yes,no,cellular,27,jul,173,2,-1,0,unknown,no
42,blue-collar,married,tertiary,no,1202,yes,no,cellular,25,jul,245,5,-1,1,unknown,no
53,admin.,married,tertiary,no,-2617,no,no,cellular,31,may,20,4,-1,0,unknown,no
63,services,single,tertiary,no,4274,yes,no,cellular,23,may,171,4,-1,0,unknown,yes
54,blue-collar,single,tertiary,no,1448,no,no,cellular,12,may,64,1,-1,0,unknown,no
29,services,married,primary,no,-1702,yes,no,cellular,19,jan,151,6,818,0,unknown,no
33,blue-collar,married,tertiary,no,2649,yes,yes,telephone,4,jul,162,4,-1,0,unknown,no
38,admin.,single,secondary,no,5256,yes,no,cellular,8,may,1284,3,-1,0,unknown,yes
36,admin.,married,secondary,no,8496,yes,no,cellular,12,jun,6,4,-1,0,unknown,no
35,blue-collar,single,secondary,no,4238,yes,yes,unknown,30,may,1167,1,729,1,unknown,yes
47,technician,single,tertiary,no,6620,yes,no,cellular,1,may,169,2,99,1,other,yes
34,blue-collar,single,secondary,no,68,no,no,unknown,10,aug,6,4,-1,0,unknown,no
32,services,married,unknown,no,1158,no,no,cellular,1,may,58,1,-1,0,unknown,yes
46,admin.,single,secondary,no,-4488,no,no,cellular,24,dec,606,1,-1,1,unknown,yes
34,entrepreneur,married,secondary,no,-11,no,yes,cellular,12,aug,208,2,-1,0,unknown,no
29,blue-collar,divorced,tertiary,no,-1923,yes,no,unknown,1,jul,402,1,-1,0,unknown,yes
48,technician,single,tertiary,no,-3602,no,no,cellular,5,aug,8,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,314,no,no,cellular,1,may,59,5,-1,0,unknown,no
26,blue-collar,married,secondary,no,909,no,no,cellular,11,jul,483,1,-1,0,unknown,yes
44,technician,married,secondary,no,-2703,yes,no,unknown,30,jul,642,1,-1,0,unknown,yes
37,management,single,secondary,no,3797,no,no,telephone,30,may,1285,1,-1,0,unknown,yes
36,admin.,divorced,primary,no,1731,no,no,cellular,7,aug,613,2,518,0,unknown,yes
41,technician,single,primary,no,1104,no,no,cellular,17,jul,116,5,-1,0,other,yes
56,management,married,secondary,no,4357,yes,no,cellular,22,may,276,1,-1,0,unknown,yes
43,services,single,tertiary,no,4014,no,no,cellular,28,aug,39,2,-1,0,success,no
20,management,divorced,secondary,no,-587,yes,yes,cellular,2,nov,249,3,-1,0,unknown,yes
50,technician,married,primary,no,-853,yes,yes,cellular,14,sep,260,2,-1,0,unknown,yes
38,technician,married,primary,no,-2464,no,no,cellular,9,may,620,3,-1,1,unknown,yes
50,blue-collar,married,secondary,no,-1874,no,yes,unknown,23,may,75,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,-2769,yes,no,unknown,9,aug,586,1,-1,0,unknown,yes
46,blue-collar,single,secondary,no,1002,yes,no,cellular,31,jun,134,7,159,0,failure,no
18,blue-collar,married,tertiary,no,765,no,no,cellular,10,jul,30,2,-1,0,unknown,no
36,admin.,divorced,unknown,no,-1281,yes,no,unknown,17,jul,260,5,-1,0,failure,no
25,technician,married,tertiary,no,7433,no,no,cellular,22,jun,312,4,-1,0,unknown,yes
39,technician,married,secondary,no,-2409,yes,no,cellular,21,apr,203,7,-1,2,other,no
31,student,married,primary,no,6572,no,no,cellular,22,nov,640,2,-1,0,unknown,yes
57,technician,married,tertiary,no,3590,no,yes,cellular,4,may,152,4,-1,0,unknown,yes
43,unemployed,divorced,secondary,no,-1709,yes,no,telephone,4,oct,511,1,-1,0,other,yes
36,self-employed,single,tertiary,no,-1202,no,no,cellular,29,may,261,1,293,0,unknown,yes
45,blue-collar,single,secondary,no,-994,no,yes,cellular,13,jun,108,7,676,0,failure,no
41,blue-collar,single,primary,no,4371,yes,no,cellular,24,may,371,1,-1,0,unknown,yes
53,services,married,secondary,no,-5910,yes,no,unknown,28,jul,2,1,-1,0,failure,no
39,blue-collar,single,tertiary,no,-1907,no,no,unknown,29,may,64,2,-1,0,unknown,no
36,blue-collar,married,tertiary,no,2584,yes,no,telephone,1,may,42,2,602,0,unknown,no
53,self-employed,divorced,secondary,no,-2501,yes,no,cellular,31,oct,1091,2,-1,0,unknown,yes
51,services,single,tertiary,no,-1982,yes,no,cellular,11,dec,639,3,-1,0,unknown,yes
53,blue-collar,divorced,secondary,no,-649,no,no,unknown,5,may,132,2,-1,0,unknown,yes
47,admin.,married,primary,no,3541,yes,no,cellular,11,jul,329,1,-1,0,unknown,yes
36,entrepreneur,married,secondary,no,2046,yes,no,unknown,23,sep,104,4,583,0,unknown,no
40,unemployed,married,secondary,no,-2479,yes,no,cellular,13,may,36,3,-1,0,unknown,no
32,housemaid,married,secondary,no,2051,no,no,telephone,18,jan,157,8,162,0,unknown,no
39,unemployed,single,secondary,no,2833,yes,no,cellular,7,jul,340,6,849,0,unknown,yes
37,unknown,married,secondary,no,2596,no,no,telephone,13,feb,153,5,-1,0,other,yes
46,management,married,secondary,no,3692,yes,no,cellular,26,jul,36,4,276,1,unknown,no
29,services,married,tertiary,no,-4462,no,no,cellular,7,jul,16,2,-1,0,unknown,no
46,unknown,married,secondary,no,7263,yes,no,cellular,15,oct,170,10,-1,1,failure,yes
45,services,divorced,secondary,no,2240,yes,no,cellular,12,apr,31,6,-1,0,unknown,yes
37,student,married,primary,no,4071,yes,no,cellular,31,jul,223,5,-1,0,failure,no
41,blue-collar,single,secondary,no,-196,yes,no,telephone,27,aug,8,2,-1,0,unknown,no
29,management,single,primary,no,3282,no,no,cellular,2,nov,6,4,334,0,unknown,no
48,technician,divorced,primary,no,3120,no,no,telephone,7,sep,217,1,-1,1,failure,yes
42,blue-collar,married,secondary,no,4531,yes,no,telephone,2,may,180,4,708,1,unknown,yes
47,management,married,secondary,no,5577,no,no,cellular,25,jul,377,1,622,0,unknown,yes
29,services,single,tertiary,no,6075,no,no,cellular,16,jul,237,4,-1,0,unknown,yes
43,blue-collar,married,secondary,no,3400,yes,no,telephone,9,dec,41,1,-1,0,unknown,no
45,blue-collar,divorced,tertiary,no,3308,yes,no,cellular,19,aug,308,2,-1,0,unknown,no
30,admin.,single,tertiary,no,3020,yes,no,unknown,14,jun,410,1,-1,1,unknown,yes
36,management,married,secondary,no,-3612,yes,no,cellular,23,aug,3,2,-1,0,unknown,no
28,admin.,married,unknown,no,-3917,no,no,cellular,22,may,514,1,-1,0,unknown,yes
33,retired,single,tertiary,no,3638,yes,no,unknown,21,may,645,2,-1,0,unknown,yes
41,technician,married,secondary,no,-2231,yes,no,telephone,19,oct,255,1,-1,0,failure,no
24,services,married,tertiary,no,2855,yes,no,cellular,22,may,471,2,546,1,unknown,yes
28,services,single,secondary,no,572,no,no,cellular,20,aug,97,2,-1,0,unknown,no
60,services,married,secondary,no,4388,no,no,unknown,2,oct,350,6,-1,0,unknown,yes
41,services,married,primary,no,2365,yes,no,cellular,2,jun,62,2,-1,0,unknown,yes
50,technician,single,primary,no,-1239,yes,yes,telephone,8,may,135,2,-1,0,unknown,no
21,student,married,secondary,no,2940,no,no,cellular,13,may,227,1,-1,0,unknown,yes
36,technician,married,secondary,no,2821,yes,no,unknown,17,nov,35,3,-1,0,unknown,no
18,technician,married,tertiary,no,1565,yes,no,cellular,30,may,159,11,-1,0,unknown,no
47,blue-collar,single,secondary,no,-819,yes,no,cellular,18,aug,182,5,-1,0,failure,no
32,technician,married,primary,no,2437,yes,no,unknown,1,jan,1758,5,-1,1,failure,yes
58,management,married,tertiary,no,297,yes,no,unknown,20,sep,56,5,-1,0,unknown,no
30,technician,single,secondary,no,1297,no,no,cellular,20,aug,612,9,-1,0,unknown,yes
19,technician,married,secondary,no,7481,no,no,cellular,16,jul,234,8,-1,0,failure,no
45,management,divorced,tertiary,no,1360,no,no,cellular,29,oct,145,11,-1,0,unknown,no
45,technician,married,secondary,no,5021,yes,no,unknown,15,may,266,1,-1,0,failure,no
51,management,single,primary,no,3760,no,no,cellular,14,aug,64,1,-1,0,unknown,no
45,technician,married,unknown,no,3571,no,no,cellular,27,nov,115,3,-1,0,unknown,no
60,entrepreneur,single,tertiary,no,2572,no,no,cellular,5,aug,288,2,-1,2,unknown,no
53,admin.,single,secondary,no,2604,yes,no,telephone,22,nov,406,7,-1,0,unknown,yes
34,admin.,married,secondary,no,-895,no,yes,cellular,14,sep,248,7,-1,0,unknown,yes
32,retired,divorced,primary,no,-755,no,no,cellular,13,jul,253,3,685,0,unknown,yes
52,unknown,single,tertiary,no,492,yes,no,cellular,16,mar,2,2,-1,1,unknown,no
43,technician,divorced,tertiary,no,-2095,no,yes,cellular,22,jul,303,5,-1,0,unknown,yes
44,entrepreneur,divorced,secondary,no,2799,yes,no,cellular,5,oct,362,4,-1,0,unknown,yes
53,self-employed,married,secondary,no,-3094,yes,no,unknown,14,may,216,9,-1,0,unknown,yes
38,services,single,secondary,no,-3272,yes,no,cellular,25,oct,29,2,-1,0,unknown,no
33,admin.,married,primary,no,1489,no,no,cellular,18,jul,81,6,-1,0,unknown,yes
53,blue-collar,married,secondary,no,4015,no,no,cellular,31,may,499,3,-1,0,unknown,yes
28,services,married,primary,no,4051,no,no,cellular,22,jun,318,1,828,1,unknown,yes
34,technician,married,secondary,no,6265,no,no,cellular,15,jul,489,4,-1,0,unknown,yes
24,self-employed,married,tertiary,no,5205,no,no,unknown,19,oct,158,2,-1,0,unknown,yes
57,entrepreneur,single,secondary,no,-6895,yes,no,unknown,4,jul,848,4,-1,0,unknown,yes
36,technician,married,secondary,yes,4084,yes,no,cellular,22,jul,60,1,-1,0,failure,no
45,retired,married,tertiary,no,1878,yes,no,telephone,20,aug,159,4,-1,0,unknown,no
55,retired,married,primary,no,-51,no,no,cellular,16,aug,117,4,-1,0,unknown,no
30,student,married,secondary,no,1542,yes,no,cellular,23,may,60,4,-1,0,unknown,no
33,retired,single,primary,no,1273,no,yes,telephone,5,may,66,1,-1,0,failure,no
33,retired,married,primary,no,421,no,no,telephone,2,jul,353,1,-1,0,unknown,yes
54,blue-collar,single,tertiary,no,-65,no,no,telephone,2,may,146,1,-1,0,unknown,no
33,admin.,married,tertiary,no,-879,yes,no,unknown,27,aug,177,1,-1,0,unknown,yes
38,blue-collar,single,secondary,no,634,yes,no,cellular,5,nov,28,1,-1,0,failure,no
41,technician,single,tertiary,yes,3688,yes,no,cellular,3,may,108,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,-990,yes,yes,cellular,12,may,702,2,-1,1,unknown,yes
42,technician,married,tertiary,no,129,no,no,cellular,20,mar,75,2,-1,0,unknown,no
52,entrepreneur,divorced,tertiary,no,-64,no,no,telephone,23,sep,311,3,-1,0,unknown,no
49,student,single,secondary,no,2713,yes,no,cellular,21,nov,452,3,830,0,unknown,yes
51,unemployed,married,secondary,no,-261,yes,no,cellular,2,jun,572,1,-1,0,unknown,yes
53,blue-collar,divorced,unknown,no,1942,yes,no,cellular,31,sep,10,8,-1,0,unknown,yes
43,retired,single,primary,no,1340,no,no,cellular,4,jul,473,2,-1,0,unknown,yes
35,technician,married,tertiary,no,-171,no,yes,unknown,21,may,621,6,295,1,failure,yes
41,management,married,secondary,no,-563,no,no,unknown,10,jun,376,12,-1,0,unknown,yes
57,blue-collar,married,secondary,no,-1412,yes,yes,telephone,13,may,86,2,-1,2,unknown,no
44,unemployed,single,primary,no,1351,yes,no,cellular,28,may,263,7,-1,0,failure,no
21,services,married,primary,no,1730,yes,yes,telephone,3,may,34,6,-1,0,unknown,yes
37,admin.,married,secondary,no,4758,no,no,cellular,24,may,164,4,-1,0,unknown,no
38,management,single,secondary,no,1770,no,no,cellular,14,aug,62,12,-1,0,unknown,no
22,management,married,tertiary,no,2580,no,no,unknown,27,may,186,2,-1,0,unknown,no
36,blue-collar,married,tertiary,no,3630,yes,no,cellular,29,aug,604,2,-1,0,failure,yes
47,admin.,divorced,secondary,no,2595,yes,no,cellular,3,may,9,5,-1,2,unknown,yes
48,services,divorced,tertiary,no,-2598,no,yes,cellular,9,sep,62,8,-1,0,unknown,no
40,management,single,secondary,no,4965,no,no,cellular,16,nov,16,3,-1,0,unknown,no
36,retired,married,secondary,no,5185,yes,no,cellular,25,oct,309,1,30,1,failure,yes
43,blue-collar,married,tertiary,no,4792,no,no,cellular,27,nov,357,1,-1,0,unknown,yes
47,management,married,primary,no,9525,no,yes,cellular,23,jul,356,1,-1,0,unknown,yes
30,unknown,single,tertiary,yes,3688,no,no,cellular,15,may,545,5,-1,0,unknown,yes
30,technician,married,secondary,no,1922,yes,no,cellular,4,mar,91,2,-1,0,unknown,no
32,self-employed,single,secondary,no,5097,no,no,unknown,5,jun,157,3,-1,1,unknown,no
43,management,single,tertiary,no,-1167,yes,no,cellular,15,feb,189,1,-1,1,unknown,yes
41,unknown,married,primary,no,4161,yes,no,cellular,21,dec,23,2,-1,0,other,yes
48,blue-collar,married,tertiary,no,-1545,no,no,cellular,18,mar,111,6,-1,1,unknown,yes
33,blue-collar,married,tertiary,no,-37,yes,no,cellular,2,jul,332,4,-1,0,unknown,yes
47,blue-collar,married,primary,no,-1494,yes,no,cellular,22,may,39,6,-1,1,unknown,no
50,blue-collar,married,secondary,yes,1631,yes,no,cellular,11,jul,192,1,-1,0,unknown,yes
30,blue-collar,married,secondary,no,3404,no,no,cellular,23,oct,289,2,-1,0,unknown,yes
46,admin.,married,secondary,no,-1037,yes,no,cellular,5,jul,18,1,-1,0,unknown,no
26,blue-collar,married,primary,no,6724,no,no,cellular,2,mar,56,2,492,0,other,no
38,management,married,secondary,no,5593,yes,yes,telephone,24,may,156,2,413,0,unknown,no
31,services,married,secondary,no,7838,no,no,cellular,24,aug,240,3,-1,1,unknown,yes
33,retired,married,secondary,yes,-221,no,no,cellular,24,aug,292,2,-1,0,failure,yes
47,admin.,divorced,secondary,no,2844,yes,no,cellular,1,may,25,2,-1,0,unknown,no
25,blue-collar,divorced,primary,no,2147,no,no,cellular,30,jul,491,2,-1,0,unknown,yes
31,blue-collar,married,tertiary,no,-909,no,no,unknown,8,nov,37,1,-1,0,unknown,no
42,unknown,single,secondary,no,2163,yes,no,cellular,16,may,46,1,-1,0,unknown,no
50,blue-collar,single,secondary,no,4855,no,no,unknown,21,jul,728,5,257,0,unknown,yes
29,services,married,tertiary,no,381,no,no,cellular,17,aug,9,1,-1,0,unknown,no
37,unknown,married,primary,no,296,no,yes,telephone,24,jul,328,2,404,0,unknown,no
50,management,married,secondary,no,-3795,yes,yes,cellular,27,oct,496,1,-1,0,success,yes
45,unemployed,married,primary,no,-1392,yes,no,cellular,19,dec,545,1,-1,0,success,yes
38,technician,married,secondary,no,138,no,no,unknown,7,jul,230,3,-1,0,unknown,no
35,management,single,tertiary,no,-5849,yes,yes,cellular,31,dec,523,5,-1,1,unknown,yes
28,unknown,single,tertiary,no,3629,yes,no,cellular,24,jul,126,2,-1,0,unknown,yes
40,blue-collar,divorced,primary,no,1275,no,no,cellular,20,aug,70,1,-1,0,other,no
29,blue-collar,divorced,secondary,no,-1073,no,no,telephone,8,dec,974,5,-1,0,unknown,yes
41,blue-collar,single,secondary,no,1714,yes,no,cellular,22,aug,43,1,284,0,unknown,no
38,technician,married,secondary,no,7701,no,no,telephone,18,apr,89,4,-1,0,unknown,no
42,retired,married,secondary,no,8262,yes,no,cellular,23,nov,181,1,-1,0,unknown,yes
41,technician,single,secondary,no,4599,yes,yes,cellular,15,may,343,8,-1,0,unknown,yes
34,technician,single,tertiary,no,6295,yes,no,cellular,31,may,74,2,-1,2,unknown,no
43,admin.,single,tertiary,no,-2659,no,no,cellular,9,dec,114,1,-1,0,unknown,no
46,admin.,single,secondary,no,-4684,yes,no,telephone,27,nov,412,1,-1,0,unknown,yes
34,self-employed,single,secondary,no,-753,no,no,unknown,14,oct,376,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,-2109,no,no,unknown,9,may,196,1,-1,0,unknown,no
43,retired,single,secondary,no,3378,yes,no,cellular,14,dec,80,1,-1,0,unknown,no
54,self-employed,divorced,secondary,no,3458,no,no,unknown,22,jul,115,1,-1,0,unknown,yes
52,technician,single,secondary,no,-1062,no,yes,cellular,2,jul,17,2,-1,1,unknown,no
26,technician,divorced,tertiary,no,-2348,no,no,unknown,11,nov,135,8,473,1,failure,no
49,admin.,married,secondary,no,2066,yes,no,unknown,25,oct,324,2,-1,0,unknown,yes
36,retired,married,secondary,no,1423,no,no,cellular,30,nov,1403,6,-1,1,unknown,yes
30,technician,married,secondary,no,-2649,yes,no,cellular,2,may,259,1,-1,0,unknown,yes
44,self-employed,single,tertiary,no,3650,yes,no,cellular,15,feb,281,8,-1,1,failure,yes
36,blue-collar,married,tertiary,no,1382,yes,no,cellular,22,nov,154,1,-1,0,unknown,no
43,admin.,married,secondary,no,6354,no,yes,cellular,8,sep,8,4,465,0,unknown,no
25,blue-collar,divorced,secondary,no,3381,yes,no,cellular,3,may,899,1,-1,0,unknown,yes
26,admin.,single,secondary,no,1002,no,no,cellular,13,may,136,3,-1,0,unknown,yes
48,services,married,secondary,no,0,no,no,cellular,8,apr,460,6,-1,0,unknown,yes
38,services,married,secondary,no,-374,yes,yes,unknown,22,may,111,8,-1,0,unknown,no
38,management,single,tertiary,no,2471,yes,no,cellular,23,nov,206,4,-1,0,unknown,yes
53,housemaid,married,secondary,no,-243,yes,no,cellular,16,sep,545,7,-1,0,unknown,yes
31,blue-collar,married,secondary,no,-3505,yes,no,cellular,9,nov,500,3,-1,1,unknown,yes
42,technician,married,secondary,no,-482,yes,no,cellular,19,jul,174,1,-1,0,unknown,yes
25,retired,divorced,tertiary,no,1067,yes,no,telephone,30,jul,28,1,-1,0,unknown,no
39,blue-collar,married,tertiary,no,2161,no,no,cellular,7,jul,29,3,-1,0,unknown,no
38,management,divorced,tertiary,no,-3103,yes,no,unknown,9,oct,249,1,-1,2,unknown,yes
43,blue-collar,married,tertiary,no,113,yes,no,telephone,31,may,471,2,-1,0,unknown,yes
32,technician,married,secondary,no,-2556,no,no,cellular,12,may,222,4,-1,0,unknown,yes
48,blue-collar,married,primary,no,3117,no,no,cellular,25,nov,374,4,-1,0,unknown,yes
24,technician,married,secondary,no,2686,yes,no,unknown,14,jul,471,1,-1,0,unknown,yes
30,technician,married,secondary,no,-2164,no,no,telephone,11,may,677,5,-1,0,failure,yes
38,blue-collar,married,secondary,no,3240,yes,no,telephone,25,may,58,1,501,0,other,yes
49,admin.,divorced,secondary,no,-747,yes,no,cellular,30,jul,120,1,-1,1,unknown,no
47,blue-collar,single,secondary,no,-5450,no,no,cellular,20,jul,304,4,-1,1,unknown,yes
45,unknown,single,secondary,no,-2075,yes,no,cellular,26,jul,14,4,670,0,unknown,no
49,entrepreneur,divorced,secondary,no,-1156,yes,yes,telephone,22,may,57,4,-1,0,other,no
49,unknown,married,secondary,no,6135,yes,no,cellular,21,jan,109,2,-1,0,unknown,no
23,blue-collar,married,tertiary,no,2906,yes,no,telephone,23,aug,75,13,-1,0,failure,yes
38,technician,married,secondary,no,462,yes,no,cellular,25,may,451,1,-1,0,unknown,yes
40,unknown,married,primary,no,-2283,yes,yes,cellular,30,may,278,6,-1,0,unknown,no
